DATE,TMAX,TMIN,PRCP
2012-12-07,121,18,0
2012-12-08,162,60,634
2012-12-09,140,38,111
2012-12-10,137,46,0
2012-12-11,142,60,20
2012-12-12,113,31,0
2012-12-13,129,32,0
2012-12-14,170,9,0
2012-12-15,137,37,0
2012-12-16,128,21,131
2012-12-17,151,29,0
2012-12-18,143,37,172
2012-12-19,137,14,0
2012-12-20,165,49,955
2012-12-21,122,20,0
2012-12-22,98,41,0
2012-12-23,168,50,256
2012-12-24,150,27,0
2012-12-25,157,1,0
2012-12-26,134,21,0
2012-12-27,186,48,269
2012-12-28,93,11,0
2012-12-29,141,49,0
2012-12-30,169,37,0
2012-12-31,145,30,0
2013-01-01,151,45,152
2013-01-02,116,61,0
2013-01-03,136,6,0
2013-01-04,169,28,0
2013-01-05,94,28,542
2013-01-06,133,51,0
2013-01-07,98,59,0
2013-01-08,142,33,0
2013-01-09,161,67,0
2013-01-10,141,29,0
2013-01-11,139,88,126
2013-01-12,120,20,307
2013-01-13,145,15,0
2013-01-14,125,40,0
2013-01-15,130,29,0
2013-01-16,137,37,463
2013-01-17,122,27,0
2013-01-18,149,67,0
2013-01-19,134,44,303
2013-01-20,108,30,0
2013-01-21,119,14,712
2013-01-22,145,59,0
2013-01-23,162,38,0
2013-01-24,140,37,76
2013-01-25,135,12,472
2013-01-26,166,87,0
2013-01-27,103,54,0
2013-01-28,166,58,0
2013-01-29,164,23,0
2013-01-30,112,56,0
2013-01-31,167,65,0
2013-02-01,204,63,0
2013-02-02,120,52,0
2013-02-03,165,74,0
2013-02-04,168,65,0
2013-02-05,174,36,0
2013-02-06,208,47,0
2013-02-07,144,105,0
2013-02-08,142,58,0
2013-02-09,143,24,604
2013-02-10,182,32,0
2013-02-11,146,47,0
2013-02-12,153,76,0
2013-02-13,195,56,0
2013-02-14,122,60,0
2013-02-15,179,74,0
2013-02-16,129,50,0
2013-02-17,163,25,940
2013-02-18,175,42,79
2013-02-19,157,54,0
2013-02-20,177,80,914
2013-02-21,160,52,0
2013-02-22,214,76,1013
2013-02-23,166,30,0
2013-02-24,154,65,0
2013-02-25,178,56,0
2013-02-26,195,64,0
2013-02-27,196,71,0
2013-02-28,194,76,0
2013-03-01,186,37,0
2013-03-02,211,61,0
2013-03-03,180,54,0
2013-03-04,190,29,98
2013-03-05,174,69,361
2013-03-06,163,97,0
2013-03-07,206,103,201
2013-03-08,181,73,195
2013-03-09,241,100,0
2013-03-10,172,67,0
2013-03-11,161,115,0
2013-03-12,192,102,352
2013-03-13,164,103,125
2013-03-14,197,109,0
2013-03-15,201,126,0
2013-03-16,241,93,0
2013-03-17,232,97,0
2013-03-18,225,81,0
2013-03-19,234,90,0
2013-03-20,251,75,0
2013-03-21,180,96,0
2013-03-22,212,84,0
2013-03-23,195,104,0
2013-03-24,214,126,0
2013-03-25,236,148,0
2013-03-26,215,106,0
2013-03-27,215,68,0
2013-03-28,233,124,0
2013-03-29,252,104,0
2013-03-30,249,99,307
2013-03-31,207,119,790
2013-04-01,183,104,0
2013-04-02,213,134,0
2013-04-03,211,117,0
2013-04-04,182,110,0
2013-04-05,219,91,0
2013-04-06,271,139,0
2013-04-07,225,104,0
2013-04-08,224,100,0
2013-04-09,207,103,0
2013-04-10,240,139,0
2013-04-11,164,110,0
2013-04-12,201,86,0
2013-04-13,224,108,0
2013-04-14,198,120,0
2013-04-15,263,130,0
2013-04-16,250,125,0
2013-04-17,250,121,0
2013-04-18,214,113,0
2013-04-19,242,171,0
2013-04-20,253,167,0
2013-04-21,270,98,0
2013-04-22,206,143,0
2013-04-23,248,141,0
2013-04-24,216,140,0
2013-04-25,233,132,0
2013-04-26,258,130,0
2013-04-27,226,130,0
2013-04-28,221,135,0
2013-04-29,241,144,0
2013-04-30,252,177,0
2013-05-01,253,136,0
2013-05-02,266,131,0
2013-05-03,236,171,0
2013-05-04,210,124,0
2013-05-05,269,168,0
2013-05-06,257,145,0
2013-05-07,280,153,436
2013-05-08,224,166,0
2013-05-09,223,144,0
2013-05-10,211,159,0
2013-05-11,261,188,0
2013-05-12,248,176,0
2013-05-13,232,170,0
2013-05-14,282,126,0
2013-05-15,272,178,0
2013-05-16,284,201,0
2013-05-17,298,152,0
2013-05-18,248,170,0
2013-05-19,282,167,116
2013-05-20,280,150,0
2013-05-21,253,162,0
2013-05-22,244,189,0
2013-05-23,285,129,0
2013-05-24,248,159,0
2013-05-25,239,185,0
2013-05-26,239,161,0
2013-05-27,241,162,0
2013-05-28,236,166,0
2013-05-29,251,165,0
2013-05-30,297,179,0
2013-05-31,275,183,0
2013-06-01,280,176,0
2013-06-02,261,144,0
2013-06-03,271,178,0
2013-06-04,275,168,0
2013-06-05,286,192,425
2013-06-06,286,173,0
2013-06-07,301,161,0
2013-06-08,308,172,0
2013-06-09,266,177,0
2013-06-10,319,167,0
2013-06-11,286,145,0
2013-06-12,276,158,0
2013-06-13,266,201,0
2013-06-14,238,177,0
2013-06-15,261,176,0
2013-06-16,289,152,0
2013-06-17,277,177,0
2013-06-18,265,166,0
2013-06-19,257,170,0
2013-06-20,293,190,0
2013-06-21,304,149,0
2013-06-22,246,167,377
2013-06-23,276,206,0
2013-06-24,245,188,0
2013-06-25,273,139,0
2013-06-26,289,187,0
2013-06-27,282,157,0
2013-06-28,256,176,0
2013-06-29,277,144,0
2013-06-30,305,170,0
2013-07-01,259,186,0
2013-07-02,257,156,0
2013-07-03,247,177,0
2013-07-04,250,138,0
2013-07-05,274,145,0
2013-07-06,249,162,0
2013-07-07,245,193,0
2013-07-08,289,144,0
2013-07-09,230,177,0
2013-07-10,272,186,0
2013-07-11,229,156,0
2013-07-12,300,209,48
2013-07-13,300,201,0
2013-07-14,281,170,0
2013-07-15,288,168,0
2013-07-16,240,147,0
2013-07-17,213,135,0
2013-07-18,245,146,0
2013-07-19,237,132,0
2013-07-20,294,167,0
2013-07-21,262,173,137
2013-07-22,274,160,0
2013-07-23,263,141,0
2013-07-24,233,146,0
2013-07-25,268,161,0
2013-07-26,284,118,0
2013-07-27,276,153,0
2013-07-28,275,199,0
2013-07-29,253,175,0
2013-07-30,273,162,0
2013-07-31,274,106,0
2013-08-01,265,129,0
2013-08-02,283,146,0
2013-08-03,254,100,0
2013-08-04,218,157,62
2013-08-05,282,161,0
2013-08-06,241,136,0
2013-08-07,277,141,892
2013-08-08,247,156,0
2013-08-09,250,139,0
2013-08-10,222,148,0
2013-08-11,237,192,0
2013-08-12,268,130,0
2013-08-13,237,102,0
2013-08-14,247,156,0
2013-08-15,247,148,0
2013-08-16,223,113,0
2013-08-17,241,113,329
2013-08-18,216,121,0
2013-08-19,276,112,0
2013-08-20,290,131,0
2013-08-21,240,160,803
2013-08-22,202,136,0
2013-08-23,202,151,0
2013-08-24,269,126,0
2013-08-25,228,127,0
2013-08-26,209,120,0
2013-08-27,226,153,0
2013-08-28,193,131,0
2013-08-29,208,125,0
2013-08-30,190,152,0
2013-08-31,229,133,0
2013-09-01,223,131,0
2013-09-02,223,142,0
2013-09-03,258,160,0
2013-09-04,224,107,0
2013-09-05,266,116,0
2013-09-06,208,82,0
2013-09-07,185,105,0
2013-09-08,211,107,0
2013-09-09,178,117,0
2013-09-10,199,128,0
2013-09-11,228,104,65
2013-09-12,252,71,0
2013-09-13,176,95,0
2013-09-14,211,88,0
2013-09-15,165,108,0
2013-09-16,189,115,0
2013-09-17,212,113,0
2013-09-18,183,126,0
2013-09-19,206,94,0
2013-09-20,202,117,0
2013-09-21,194,127,0
2013-09-22,150,111,0
2013-09-23,140,69,0
2013-09-24,197,99,0
2013-09-25,162,53,0
2013-09-26,205,98,0
2013-09-27,238,107,0
2013-09-28,215,93,0
2013-09-29,206,96,0
2013-09-30,158,53,0
2013-10-01,187,103,0
2013-10-02,217,113,545
2013-10-03,198,70,0
2013-10-04,214,79,294
2013-10-05,220,76,455
2013-10-06,156,60,0
2013-10-07,144,75,0
2013-10-08,160,98,0
2013-10-09,155,84,181
2013-10-10,222,76,0
2013-10-11,159,93,1276
2013-10-12,200,66,281
2013-10-13,168,86,234
2013-10-14,144,85,0
2013-10-15,191,98,0
2013-10-16,155,80,0
2013-10-17,171,102,0
2013-10-18,180,39,679
2013-10-19,175,47,0
2013-10-20,173,80,0
2013-10-21,149,53,0
2013-10-22,165,67,383
2013-10-23,166,70,628
2013-10-24,158,46,340
2013-10-25,148,74,0
2013-10-26,187,59,0
2013-10-27,135,92,0
2013-10-28,198,69,318
2013-10-29,173,92,0
2013-10-30,161,46,0
2013-10-31,154,88,0
2013-11-01,153,48,0
2013-11-02,156,28,0
2013-11-03,114,57,0
2013-11-04,135,76,1386
2013-11-05,131,48,0
2013-11-06,165,89,0
2013-11-07,151,58,0
2013-11-08,140,58,64
2013-11-09,147,44,765
2013-11-10,112,50,0
2013-11-11,157,51,482
2013-11-12,222,16,0
2013-11-13,177,54,0
2013-11-14,146,33,2000
2013-11-15,152,10,0
2013-11-16,126,46,0
2013-11-17,132,49,0
2013-11-18,113,42,597
2013-11-19,146,52,0
2013-11-20,137,23,0
2013-11-21,166,25,84
2013-11-22,132,53,0
2013-11-23,173,37,0
2013-11-24,139,40,0
2013-11-25,139,22,0
2013-11-26,119,15,0
2013-11-27,106,32,0
2013-11-28,118,23,0
2013-11-29,158,50,901
2013-11-30,169,64,332
2013-12-01,160,49,0
2013-12-02,117,13,0
2013-12-03,132,52,0
2013-12-04,185,52,338
2013-12-05,140,27,0
2013-12-06,162,41,0
2013-12-07,111,41,0
2013-12-08,140,17,36
2013-12-09,111,77,0
2013-12-10,164,49,0
2013-12-11,142,53,491
2013-12-12,149,61,0
2013-12-13,159,48,0
2013-12-14,95,38,0
2013-12-15,138,41,0
2013-12-16,122,40,0
2013-12-17,108,37,0
2013-12-18,152,29,0
2013-12-19,132,9,0
2013-12-20,105,14,726
2013-12-21,147,23,0
2013-12-22,106,37,0
2013-12-23,164,27,0
2013-12-24,151,29,0
2013-12-25,139,69,863
2013-12-26,123,15,0
2013-12-27,77,15,19
2013-12-28,122,39,0
2013-12-29,115,24,0
2013-12-30,152,42,0
2013-12-31,127,-1,0
2014-01-01,153,65,0
2014-01-02,83,12,0
2014-01-03,119,63,0
2014-01-04,140,36,0
2014-01-05,106,63,0
2014-01-06,167,3,529
2014-01-07,130,32,0
2014-01-08,118,45,388
2014-01-09,152,53,26
2014-01-10,132,15,0
2014-01-11,111,22,171
2014-01-12,125,42,424
2014-01-13,160,42,348
2014-01-14,138,26,410
2014-01-15,101,39,479
2014-01-16,136,23,750
2014-01-17,113,79,557
2014-01-18,118,47,0
2014-01-19,135,37,0
2014-01-20,174,38,0
2014-01-21,127,45,852
2014-01-22,149,60,0
2014-01-23,149,34,1487
2014-01-24,188,25,0
2014-01-25,182,46,299
2014-01-26,161,46,0
2014-01-27,153,68,330
2014-01-28,144,34,0
2014-01-29,179,49,0
2014-01-30,162,50,778
2014-01-31,142,43,0
2014-02-01,173,50,956
2014-02-02,123,16,1010
2014-02-03,139,38,0
2014-02-04,162,50,0
2014-02-05,173,34,347
2014-02-06,98,65,142
2014-02-07,132,50,0
2014-02-08,167,70,0
2014-02-09,143,45,0
2014-02-10,111,56,0
2014-02-11,195,28,0
2014-02-12,190,63,82
2014-02-13,189,42,241
2014-02-14,194,54,0
2014-02-15,164,76,1762
2014-02-16,181,53,0
2014-02-17,167,74,0
2014-02-18,180,27,0
2014-02-19,157,42,2723
2014-02-20,180,65,0
2014-02-21,187,59,0
2014-02-22,181,65,0
2014-02-23,199,48,0
2014-02-24,190,57,0
2014-02-25,117,88,0
2014-02-26,191,66,0
2014-02-27,187,82,0
2014-02-28,160,65,0
2014-03-01,179,91,0
2014-03-02,153,101,0
2014-03-03,145,78,0
2014-03-04,145,108,0
2014-03-05,192,91,723
2014-03-06,202,84,0
2014-03-07,180,24,0
2014-03-08,237,103,0
2014-03-09,205,68,0
2014-03-10,169,91,0
2014-03-11,227,96,0
2014-03-12,176,115,0
2014-03-13,165,77,0
2014-03-14,199,68,0
2014-03-15,196,88,0
2014-03-16,169,92,0
2014-03-17,167,87,0
2014-03-18,216,101,0
2014-03-19,182,133,0
2014-03-20,168,112,364
2014-03-21,229,129,0
2014-03-22,199,92,0
2014-03-23,238,91,267
2014-03-24,189,107,0
2014-03-25,201,92,0
2014-03-26,206,137,0
2014-03-27,219,77,61
2014-03-28,186,114,0
2014-03-29,177,133,0
2014-03-30,234,105,0
2014-03-31,218,68,0
2014-04-01,206,104,0
2014-04-02,231,143,0
2014-04-03,200,147,0
2014-04-04,208,110,0
2014-04-05,228,145,0
2014-04-06,172,129,0
2014-04-07,272,122,0
2014-04-08,197,109,0
2014-04-09,252,135,0
2014-04-10,190,115,0
2014-04-11,228,119,0
2014-04-12,222,121,0
2014-04-13,203,94,0
2014-04-14,235,125,0
2014-04-15,245,156,0
2014-04-16,218,105,0
2014-04-17,244,151,0
2014-04-18,242,129,0
2014-04-19,217,148,0
2014-04-20,206,146,0
2014-04-21,261,159,0
2014-04-22,207,133,0
2014-04-23,228,131,0
2014-04-24,188,96,0
2014-04-25,218,96,0
2014-04-26,233,167,0
2014-04-27,161,131,0
2014-04-28,265,161,0
2014-04-29,224,126,0
2014-04-30,214,125,0
2014-05-01,251,145,0
2014-05-02,282,173,0
2014-05-03,273,147,0
2014-05-04,215,138,112
2014-05-05,240,184,0
2014-05-06,228,149,579
2014-05-07,229,178,0
2014-05-08,267,154,0
2014-05-09,233,178,0
2014-05-10,264,126,0
2014-05-11,217,124,0
2014-05-12,232,185,0
2014-05-13,253,117,0
2014-05-14,253,139,0
2014-05-15,267,186,0
2014-05-16,275,145,0
2014-05-17,257,163,0
2014-05-18,225,131,0
2014-05-19,234,177,0
2014-05-20,260,129,0
2014-05-21,286,165,0
2014-05-22,263,183,0
2014-05-23,266,178,0
2014-05-24,272,129,0
2014-05-25,258,165,0
2014-05-26,247,163,0
2014-05-27,261,140,0
2014-05-28,296,196,0
2014-05-29,300,154,0
2014-05-30,261,143,0
2014-05-31,264,166,0
2014-06-01,253,141,0
2014-06-02,259,168,0
2014-06-03,255,152,0
2014-06-04,247,206,0
2014-06-05,275,183,0
2014-06-06,256,172,0
2014-06-07,268,172,0
2014-06-08,252,167,0
2014-06-09,263,179,0
2014-06-10,265,184,0
2014-06-11,252,157,0
2014-06-12,289,186,0
2014-06-13,276,174,0
2014-06-14,284,194,0
2014-06-15,290,143,0
2014-06-16,252,204,0
2014-06-17,255,148,0
2014-06-18,271,148,0
2014-06-19,292,129,0
2014-06-20,233,178,0
2014-06-21,252,173,0
2014-06-22,292,149,0
2014-06-23,240,189,0
2014-06-24,282,130,0
2014-06-25,298,174,0
2014-06-26,255,173,0
2014-06-27,259,163,0
2014-06-28,288,137,0
2014-06-29,243,141,0
2014-06-30,248,181,0
2014-07-01,204,153,0
2014-07-02,244,199,0
2014-07-03,274,147,0
2014-07-04,250,164,0
2014-07-05,319,189,0
2014-07-06,234,170,0
2014-07-07,223,155,0
2014-07-08,276,165,0
2014-07-09,283,135,0
2014-07-10,229,167,0
2014-07-11,287,127,0
2014-07-12,265,165,0
2014-07-13,283,185,0
2014-07-14,250,158,0
2014-07-15,251,187,0
2014-07-16,243,208,0
2014-07-17,286,161,0
2014-07-18,335,165,0
2014-07-19,276,174,0
2014-07-20,253,159,0
2014-07-21,271,143,0
2014-07-22,272,149,0
2014-07-23,242,170,0
2014-07-24,235,176,0
2014-07-25,242,160,0
2014-07-26,300,140,0
2014-07-27,294,156,0
2014-07-28,260,157,0
2014-07-29,228,157,0
2014-07-30,285,169,0
2014-07-31,211,163,0
2014-08-01,239,158,0
2014-08-02,226,145,0
2014-08-03,264,176,0
2014-08-04,261,138,0
2014-08-05,223,163,0
2014-08-06,281,145,0
2014-08-07,269,163,0
2014-08-08,272,172,0
2014-08-09,289,142,0
2014-08-10,291,165,0
2014-08-11,203,150,0
2014-08-12,274,156,0
2014-08-13,239,148,0
2014-08-14,246,119,0
2014-08-15,200,146,0
2014-08-16,283,130,0
2014-08-17,293,148,0
2014-08-18,233,112,0
2014-08-19,221,138,2321
2014-08-20,248,109,0
2014-08-21,260,146,0
2014-08-22,231,143,0
2014-08-23,235,129,0
2014-08-24,246,155,0
2014-08-25,187,142,0
2014-08-26,220,107,0
2014-08-27,242,114,0
2014-08-28,262,163,0
2014-08-29,146,127,0
2014-08-30,226,146,0
2014-08-31,233,155,0
2014-09-01,196,96,0
2014-09-02,233,138,0
2014-09-03,219,86,0
2014-09-04,190,140,0
2014-09-05,248,149,1310
2014-09-06,180,126,0
2014-09-07,212,110,0
2014-09-08,173,76,0
2014-09-09,256,93,0
2014-09-10,210,120,0
2014-09-11,177,132,0
2014-09-12,206,82,0
2014-09-13,188,134,0
2014-09-14,171,98,0
2014-09-15,217,106,0
2014-09-16,188,109,0
2014-09-17,205,107,0
2014-09-18,236,91,0
2014-09-19,235,92,0
2014-09-20,235,126,0
2014-09-21,168,62,0
2014-09-22,249,88,0
2014-09-23,195,118,0
2014-09-24,158,60,0
2014-09-25,145,113,0
2014-09-26,186,103,0
2014-09-27,195,72,0
2014-09-28,248,108,0
2014-09-29,162,97,0
2014-09-30,175,79,0
2014-10-01,213,113,515
2014-10-02,219,69,38
2014-10-03,167,77,0
2014-10-04,194,76,0
2014-10-05,215,69,602
2014-10-06,207,66,0
2014-10-07,206,71,0
2014-10-08,202,49,0
2014-10-09,175,77,0
2014-10-10,188,55,0
2014-10-11,196,67,0
2014-10-12,145,90,0
2014-10-13,198,86,0
2014-10-14,196,82,0
2014-10-15,161,60,242
2014-10-16,183,98,0
2014-10-17,152,54,501
2014-10-18,166,56,636
2014-10-19,142,53,389
2014-10-20,154,88,0
2014-10-21,85,85,29
2014-10-22,165,57,823
2014-10-23,148,43,0
2014-10-24,171,53,0
2014-10-25,166,57,530
2014-10-26,104,67,604
2014-10-27,168,67,184
2014-10-28,164,36,447
2014-10-29,161,47,0
2014-10-30,160,42,0
2014-10-31,113,70,0
2014-11-01,144,37,0
2014-11-02,140,47,0
2014-11-03,163,19,0
2014-11-04,144,59,268
2014-11-05,139,26,0
2014-11-06,155,46,940
2014-11-07,115,26,334
2014-11-08,163,48,527
2014-11-09,166,33,0
2014-11-10,151,15,511
2014-11-11,120,42,0
2014-11-12,139,41,346
2014-11-13,177,35,0
2014-11-14,141,44,63
2014-11-15,131,40,0
2014-11-16,144,17,736
2014-11-17,130,27,796
2014-11-18,114,-8,0
2014-11-19,156,66,518
2014-11-20,133,60,0
2014-11-21,153,7,674
2014-11-22,152,32,0
2014-11-23,125,38,0
2014-11-24,131,10,0
2014-11-25,148,65,0
2014-11-26,140,18,669
2014-11-27,152,21,318
2014-11-28,83,39,1315
2014-11-29,111,40,636
2014-11-30,88,-6,68
2014-12-01,131,27,954
2014-12-02,118,36,0
2014-12-03,159,15,0
2014-12-04,110,12,1756
2014-12-05,139,26,0
2014-12-06,50,36,0
2014-12-07,142,18,0
2014-12-08,130,16,0
2014-12-09,85,11,0
2014-12-10,150,52,1961
2014-12-11,158,36,0
2014-12-12,161,36,0
2014-12-13,144,-5,0
2014-12-14,132,56,658
2014-12-15,143,27,522
2014-12-16,154,42,0
2014-12-17,116,-8,0
2014-12-18,157,33,0
2014-12-19,148,16,0
2014-12-20,111,46,0
2014-12-21,136,24,0
2014-12-22,127,35,0
2014-12-23,123,78,0
2014-12-24,142,-4,1064
2014-12-25,130,24,0
2014-12-26,107,-7,228
2014-12-27,113,18,409
2014-12-28,167,44,1988
2014-12-29,132,41,0
2014-12-30,162,21,0
2014-12-31,142,63,217
2015-01-01,127,62,33
2015-01-02,116,51,0
2015-01-03,160,54,0
2015-01-04,112,29,0
2015-01-05,151,-13,0
2015-01-06,142,30,0
2015-01-07,124,36,0
2015-01-08,119,82,161
2015-01-09,125,12,0
2015-01-10,100,31,1746
2015-01-11,122,32,0
2015-01-12,102,45,33
2015-01-13,149,26,0
2015-01-14,121,20,0
2015-01-15,124,23,0
2015-01-16,122,1,0
2015-01-17,134,48,0
2015-01-18,148,52,0
2015-01-19,181,33,218
2015-01-20,125,43,0
2015-01-21,136,25,0
2015-01-22,162,15,0
2015-01-23,152,54,190
2015-01-24,156,54,413
2015-01-25,165,47,0
2015-01-26,122,62,179
2015-01-27,167,35,0
2015-01-28,162,63,0
2015-01-29,187,47,0
2015-01-30,128,74,0
2015-01-31,133,94,0
2015-02-01,136,43,0
2015-02-02,172,37,0
2015-02-03,144,8,400
2015-02-04,142,70,0
2015-02-05,142,55,513
2015-02-06,137,46,0
2015-02-07,153,58,0
2015-02-08,119,65,359
2015-02-09,163,72,0
2015-02-10,208,41,0
2015-02-11,187,89,0
2015-02-12,144,70,0
2015-02-13,210,54,651
2015-02-14,87,82,0
2015-02-15,150,96,0
2015-02-16,115,82,442
2015-02-17,178,70,0
2015-02-18,214,21,1611
2015-02-19,166,57,0
2015-02-20,189,56,0
2015-02-21,157,35,103
2015-02-22,145,86,875
2015-02-23,180,55,0
2015-02-24,165,72,152
2015-02-25,217,62,0
2015-02-26,143,38,0
2015-02-27,136,76,64
2015-02-28,162,139,684
2015-03-01,148,64,0
2015-03-02,158,61,0
2015-03-03,201,95,0
2015-03-04,188,70,193
2015-03-05,191,73,159
2015-03-06,134,103,0
2015-03-07,176,107,0
2015-03-08,142,81,50
2015-03-09,186,61,0
2015-03-10,204,60,0
2015-03-11,173,60,434
2015-03-12,191,86,0
2015-03-13,170,107,0
2015-03-14,201,87,125
2015-03-15,213,132,0
2015-03-16,209,73,0
2015-03-17,155,85,309
2015-03-18,237,113,0
2015-03-19,176,100,0
2015-03-20,220,60,0
2015-03-21,202,82,0
2015-03-22,246,108,972
2015-03-23,214,114,70
2015-03-24,237,118,0
2015-03-25,243,121,0
2015-03-26,218,109,0
2015-03-27,199,107,146
2015-03-28,242,120,0
2015-03-29,221,66,1157
2015-03-30,220,128,935
2015-03-31,269,95,0
2015-04-01,229,133,0
2015-04-02,216,140,0
2015-04-03,212,114,0
2015-04-04,224,132,0
2015-04-05,152,105,0
2015-04-06,226,142,0
2015-04-07,198,140,0
2015-04-08,237,118,0
2015-04-09,210,132,0
2015-04-10,278,161,0
2015-04-11,235,132,0
2015-04-12,217,101,199
2015-04-13,242,138,0
2015-04-14,202,179,0
2015-04-15,210,124,0
2015-04-16,234,137,0
2015-04-17,194,136,0
2015-04-18,262,132,0
2015-04-19,200,145,0
2015-04-20,250,150,0
2015-04-21,281,163,0
2015-04-22,299,158,0
2015-04-23,174,103,0
2015-04-24,260,111,0
2015-04-25,232,114,0
2015-04-26,249,113,0
2015-04-27,208,146,0
2015-04-28,222,144,0
2015-04-29,258,153,0
2015-04-30,235,137,0
2015-05-01,254,148,0
2015-05-02,270,143,0
2015-05-03,267,170,0
2015-05-04,285,164,0
2015-05-05,253,136,0
2015-05-06,230,151,0
2015-05-07,271,131,0
2015-05-08,277,156,0
2015-05-09,236,164,0
2015-05-10,247,154,0
2015-05-11,267,141,0
2015-05-12,241,155,0
2015-05-13,243,156,0
2015-05-14,236,130,0
2015-05-15,208,163,0
2015-05-16,235,172,0
2015-05-17,241,146,0
2015-05-18,256,163,907
2015-05-19,236,186,1110
2015-05-20,254,168,0
2015-05-21,246,175,0
2015-05-22,262,190,0
2015-05-23,270,158,0
2015-05-24,260,166,0
2015-05-25,215,173,0
2015-05-26,280,154,0
2015-05-27,202,133,0
2015-05-28,239,181,0
2015-05-29,295,183,0
2015-05-30,223,165,0
2015-05-31,248,153,0
2015-06-01,218,167,0
2015-06-02,283,146,0
2015-06-03,347,187,0
2015-06-04,273,200,0
2015-06-05,274,160,0
2015-06-06,309,183,0
2015-06-07,279,203,0
2015-06-08,254,203,0
2015-06-09,253,165,0
2015-06-10,249,153,0
2015-06-11,271,173,0
2015-06-12,291,149,0
2015-06-13,309,162,0
2015-06-14,298,160,0
2015-06-15,273,149,0
2015-06-16,249,152,0
2015-06-17,278,179,0
2015-06-18,262,190,0
2015-06-19,274,164,0
2015-06-20,230,189,0
2015-06-21,269,197,0
2015-06-22,282,179,0
2015-06-23,283,150,0
2015-06-24,237,181,87
2015-06-25,282,181,0
2015-06-26,261,159,0
2015-06-27,298,164,982
2015-06-28,299,183,0
2015-06-29,290,157,0
2015-06-30,263,162,0
2015-07-01,267,158,0
2015-07-02,263,122,0
2015-07-03,297,125,0
2015-07-04,267,210,0
2015-07-05,300,193,0
2015-07-06,246,157,0
2015-07-07,269,188,0
2015-07-08,297,214,0
2015-07-09,265,193,0
2015-07-10,223,201,0
2015-07-11,232,180,0
2015-07-12,308,133,0
2015-07-13,255,128,1703
2015-07-14,226,141,0
2015-07-15,299,153,0
2015-07-16,265,189,0
2015-07-17,286,158,0
2015-07-18,298,190,0
2015-07-19,220,190,0
2015-07-20,280,159,0
2015-07-21,269,147,0
2015-07-22,303,131,0
2015-07-23,290,136,0
2015-07-24,308,167,0
2015-07-25,284,150,0
2015-07-26,279,130,0
2015-07-27,276,123,0
2015-07-28,232,155,0
2015-07-29,271,125,0
2015-07-30,262,155,0
2015-07-31,223,128,0
2015-08-01,224,169,0
2015-08-02,265,158,0
2015-08-03,297,144,0
2015-08-04,272,125,0
2015-08-05,237,170,0
2015-08-06,246,179,0
2015-08-07,253,135,0
2015-08-08,268,184,0
2015-08-09,259,136,0
2015-08-10,277,132,0
2015-08-11,300,114,0
2015-08-12,238,131,0
2015-08-13,225,149,0
2015-08-14,200,177,0
2015-08-15,235,119,0
2015-08-16,203,148,0
2015-08-17,234,126,0
2015-08-18,241,121,0
2015-08-19,270,165,0
2015-08-20,255,135,0
2015-08-21,212,144,0
2015-08-22,228,148,0
2015-08-23,252,121,0
2015-08-24,227,132,0
2015-08-25,213,157,0
2015-08-26,220,98,0
2015-08-27,227,136,202
2015-08-28,232,170,0
2015-08-29,286,106,0
2015-08-30,224,118,0
2015-08-31,208,111,0
2015-09-01,177,160,0
2015-09-02,204,113,0
2015-09-03,266,102,0
2015-09-04,206,141,0
2015-09-05,223,121,0
2015-09-06,249,89,0
2015-09-07,233,108,0
2015-09-08,182,92,0
2015-09-09,192,152,0
2015-09-10,254,110,0
2015-09-11,232,87,0
2015-09-12,222,113,0
2015-09-13,227,111,0
2015-09-14,131,132,0
2015-09-15,228,110,0
2015-09-16,175,106,0
2015-09-17,212,95,0
2015-09-18,212,93,0
2015-09-19,181,100,0
2015-09-20,171,86,0
2015-09-21,166,94,0
2015-09-22,235,113,0
2015-09-23,200,93,0
2015-09-24,184,76,0
2015-09-25,239,82,0
2015-09-26,233,111,0
2015-09-27,131,105,0
2015-09-28,256,92,0
2015-09-29,210,83,0
2015-09-30,181,37,0
2015-10-01,188,92,0
2015-10-02,181,91,1517
2015-10-03,165,98,1677
2015-10-04,190,76,0
2015-10-05,204,111,698
2015-10-06,173,72,0
2015-10-07,138,94,0
2015-10-08,173,68,0
2015-10-09,192,56,0
2015-10-10,197,61,0
2015-10-11,137,90,0
2015-10-12,153,60,0
2015-10-13,195,77,0
2015-10-14,177,101,342
2015-10-15,149,53,288
2015-10-16,193,57,68
2015-10-17,207,46,0
2015-10-18,165,73,23
2015-10-19,186,79,541
2015-10-20,148,59,43
2015-10-21,152,64,0
2015-10-22,170,74,0
2015-10-23,206,82,442
2015-10-24,125,69,0
2015-10-25,154,112,0
2015-10-26,165,71,0
2015-10-27,118,33,382
2015-10-28,169,57,324
2015-10-29,138,18,0
2015-10-30,132,41,0
2015-10-31,177,51,0
2015-11-01,144,35,0
2015-11-02,155,55,8
2015-11-03,200,44,523
2015-11-04,135,33,0
2015-11-05,154,37,0
2015-11-06,121,54,91
2015-11-07,171,74,0
2015-11-08,99,54,0
2015-11-09,156,71,0
2015-11-10,149,47,0
2015-11-11,129,-9,0
2015-11-12,142,17,0
2015-11-13,136,66,0
2015-11-14,114,28,0
